J. Date,date,week,observer,site,S. time,E. time,duration,S. % sun,E. % sun,S. wind,E. wind,S. temp,E. temp,total,individual,section,gender,behavior,nectar plant,species,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,D-E,,9,,SBS,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,D-E,,9,,SSS,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,E-F,,9,,SULF,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,E-F,,9,,SULF,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,E-F,,9,,CW,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,F-G,,9,,LWS,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,F-G,,9,,SSS,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,F-G,,9,,SSS,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,F-G,,9,,SSS,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,F-G,,9,,BLACK,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,F-G,,9,,PC,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,F-G,,9,,GHS,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,F-G,,9,,BLUE/AZ,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,F-G,,9,,BLUE/AZ,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,F-G,,9,,BLUE/AZ,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,G-H,,9,,BLUE/AZ,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,G-H,,9,,BLUE/AZ,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,G-H,,9,,BLUE/AZ,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,G-H,,9,,BLUE/AZ,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,G-H,,9,,BLUE/AZ,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,G-H,,5,,PC,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,G-H,,9,,BLACK,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,G-H,,9,,SBS,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,H-I,,9,,BLUE/AZ,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,I-J,,9,,LWS,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,I-J,,9,,DW/CW,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,I-J,,9,,CW,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,I-J,,9,,SSS,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,I-J,,9,,SSS,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,I-J,,9,,SSS,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,I-J,,9,,BLUE/AZ,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,I-J,,5,,BLUE/AZ,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,J-K,,9,,SSS,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,J-K,,9,,SSS,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,J-K,,9,,PC,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,K-L,,9,,SSS,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,K-L,,9,,SSS,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,K-L,,9,,SSS,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,K-L,,5,,BLUE/AZ,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,K-L,,5,,BLUE/AZ,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,K-L,,9,,BLUE/AZ,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,K-L,,9,,PC,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,K-L,,9,,BLACK,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,L-M,,9,,PC,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,M-N,,5,,PC,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,M-N,,5,,BLUE/AZ,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,M-N,,9,,SULF,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,N-O,,2,,DW/CW,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,N-O,,2,,DW/CW,,
2021147,5/27/2021,4,KT,R23,1413,1442,,4,4,3,5,,,,,O-P,,2,,SULF,,
2021152,6/1/2021,5,MF,B12A,1351,1428,,1,1,2,3,,,,,A-B,,,,NONE,,
2021152,6/1/2021,5,MF,B12A,1351,1428,,1,1,2,3,,,,,B-C,,,,NONE,,
2021152,6/1/2021,5,MF,B12A,1351,1428,,1,1,2,3,,,,,C-D,,,,NONE,,
2021152,6/1/2021,5,MF,B12A,1351,1428,,1,1,2,3,,,,,D-E,,,,NONE,,
2021152,6/1/2021,5,MF,B12A,1351,1428,,1,1,2,3,,,,,E-F,,,,NONE,,
2021152,6/1/2021,5,MF,B12A,1351,1428,,1,1,2,3,,,,,F-G,,3,RUBUS,SKIP,,
2021152,6/1/2021,5,MF,B12A,1351,1428,,1,1,2,3,,,,,F-G,,3,RUBUS,SKIP,,
2021152,6/1/2021,5,MF,B12A,1351,1428,,1,1,2,3,,,,,F-G,,5,,LWS,,
2021152,6/1/2021,5,MF,B12A,1351,1428,,1,1,2,3,,,,,F-G,,9,,BLUE/AZ,,
2021152,6/1/2021,5,MF,B12A,1351,1428,,1,1,2,3,,,,,F-G,,3,RUBUS,LADY,,
2021152,6/1/2021,5,MF,B12A,1351,1428,,1,1,2,3,,,,,G-H,,9,,ETS,,
2021152,6/1/2021,5,MF,B12A,1351,1428,,1,1,2,3,,,,,H-I,,5,,GSA,,
2021152,6/1/2021,5,MF,B12A,1351,1428,,1,1,2,3,,,,,I-J,,,,NONE,,
2021152,6/1/2021,5,MF,B12A,1351,1428,,1,1,2,3,,,,,J-K,,9,,BLACK,,
2021152,6/1/2021,5,MF,B12A,1351,1428,,1,1,2,3,,,,,J-K,,9,,ETS,,
2021152,6/1/2021,5,MF,B12A,1351,1428,,1,1,2,3,,,,,K-L,,9,,LWS,,
2021152,6/1/2021,5,MF,B12A,1351,1428,,1,1,2,3,,,,,K-L,,9,,DW/CW,,
2021152,6/1/2021,5,MF,B12A,1351,1428,,1,1,2,3,,,,,K-L,,9,,DW/CW,,
2021152,6/1/2021,5,MF,B12A,1351,1428,,1,1,2,3,,,,,L-M,,9,,BLUE/AZ,,
2021152,6/1/2021,5,MF,B12A,1351,1428,,1,1,2,3,,,,,M-N,,9,,CW,,
2021152,6/1/2021,5,MF,B12A,1351,1428,,1,1,2,3,,,,,N-O,,,,NONE,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,A-B,,,,NONE,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,B-C,,,,BLUE/AZ,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,C-D,,,,NONE,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,D-E,,9,,SBS,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,D-E,,9,,LWS,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,D-E,,9,,PC,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,E-F,,9,,LWS,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,F-G,,,,NONE,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,G-H,,2,,ETS,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,H-I,,9,,LWS,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,I-J,,9,,LWS,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,I-J,,9,,LWS,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,I-J,,9,,LWS,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,J-K,,9,,LWS,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,J-K,,9,,LWS,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,J-K,,9,,LWS,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,J-K,,9,,LWS,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,J-K,,9,,SSS,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,K-L,,2,,SBS,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,K-L,,2,,SBS,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,K-L,,9,,SSS,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,K-L,,9,,LWS,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,L-M,,,,NONE,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,M-N,,6,VETCH,DW/CW,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,M-N,,2,,GSA,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,N-O,,,,NONE,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,O-P,,9,,SSS,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,P-Q,,,,NONE,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,Q-R,,9,,SSS,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,Q-R,,9,,CW,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,Q-R,,9,,PC,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,Q-R,,9,,BLUE/AZ,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,R-S,,9,,LWS,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,R-S,,9,,LWS,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,S-T,,9,,BLUE/AZ,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,T-U,,9,,LADY,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,T-U,,2,,SBS,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,T-U,,9,,SULF,,
2021152,6/1/2021,5,MM,C4,1255,1328,,4,4,2,3,,,,,U-V,,,,NONE,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,A-B,,9,,SBS,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,A-B,,9,,SBS,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,A-B,,9,,DW/CW,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,A-B,,9,,DW/CW,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,A-B,,9,,DW/CW,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,B-C,,9,,DW/CW,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,B-C,,9,,DW/CW,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,C-D,,,,GS,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,C-D,,9,,LADY,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,C-D,,5,,GS,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,C-D,,9,,GSA,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,D-E,,9,,ETS,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,D-E,,9,,DW/CW,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,E-F,,9,,ETS,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,E-F,,9,,DW/CW,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,E-F,,9,,DW/CW,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,F-G,,9,,SULF,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,F-G,,9,,GSA,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,F-G,,3,DB,GSA,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,F-G,,3,DB,GSA,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,F-G,,3,DB,GSA,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,G-H,,,,NONE,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,H-I,,5,,GSA,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,H-I,,1,,DW/CW,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,H-I,,1,,DW/CW,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,I-J,,1,,SSS,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,I-J,,9,,SULF,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,J-K,,9,,GSA,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,K-L,,9,,GSA,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,K-L,,9,,DW/CW,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,K-L,,5,,DW/CW,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,L-M,,9,,CW,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,L-M,,"5,3",SC,GSA,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,L-M,,3,RUBUS,DW/CW,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,M-N,,2,,SSS,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,M-N,,9,,DW/CW,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,N-O,,9,,DW/CW,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,N-O,,3,RUBUS,DW/CW,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,O-P,,,,NONE,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,P-Q,,9,,GSA,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,P-Q,,9,,GSA,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,P-Q,,9,,GSA,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,P-Q,,9,,GSA,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,Q-R,,,,NONE,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,R-S,,,,NONE,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,S-T,,,,NONE,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,T-U,,,,NONE,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,U-V,,3,SC,DW/CW,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,U-V,,5,,DW/CW,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,V-W,,1,,DW/CW,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,W-X,,,,NONE,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,X-Y,,9,,SSS,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,Y-Z,,2,,SSS,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,Y-Z,,2,,SSS,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,Y-Z,,9,,DW/CW,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,Y-Z,,3,RUBUS,DW/CW,,
2021152,6/1/2021,5,MF,D1,1200,1237,,1,1,2,2,,,,,Y-Z,,9,,GSA,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,A-B,,,,NONE,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,B-C,,9,,SULF,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,B-C,,9,,BLUE/AZ,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,B-C,,9,,BLUE/AZ,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,B-C,,9,,LWS,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,B-C,,9,,LWS,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,C-D,,9,,VICE,FAST FLIGHT,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,C-D,,9,,SULF,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,C-D,,9,,SULF,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,C-D,,9,,BLUE/AZ,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,C-D,,9,,BLUE/AZ,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,D-E,,9,,DW/CW,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,D-E,,9,,SULF,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,E-F,,2,,GSA,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,E-F,,2,,SSS,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,F-G,,9,,LADY,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,F-G,,2,,GSA,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,F-G,,2,,GSA,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,F-G,,9,,PC,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,G-H,,2,,LADY,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,H-I,,9,,SULF,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,I-J,,9,,BLUE/AZ,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,J-K,,2,,SULF,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,J-K,,2,,MON,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,J-K,,5,,GSA,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,K-L,,9,,SSS,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,K-L,,9,,LWS,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,L-M,,9,,LWS,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,M-N,,9,,SSS,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,M-N,,9,,LWS,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,M-N,,5,,GSA,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,M-N,,5,,GSA,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,M-N,,9,,BLUE/AZ,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,M-N,,2,,SSS,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,M-N,,5,,GSA,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,M-N,,9,,SSS,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,N-O,,2,,ETS,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,O-P,,,,NONE,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,P-Q,,2,,GSA,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,P-Q,,3,OXE,SSS,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,Q-R,,9,,DW/CW,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,Q-R,,9,,DW/CW,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,R-S,,5,,SBS,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,R-S,,9,,SSS,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,R-S,,9,,SSS,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,R-S,,9,,SSS,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,S-T,,,,NONE,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,T-U,,9,,SBS,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,U-V,,9,,SULF,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,U-V,,9,,SULF,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,V-W,,9,,PC,,
2021152,6/1/2021,5,EM,D3,1151,1247,,1,1,2,2,,,,,V-W,,9,,DW/CW,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,A-D,,,,NONE,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,D-E,,,,NONE,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,E-F,,9,,BLUE/AZ,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,E-F,,2,,ETS,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,F-G,,9,,BLUE/AZ,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,F-G,,9,,LADY,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,G-H,,2,,SBS,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,H-I,,,,NONE,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,I-J,,9,,LWS,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,I-J,,9,,LWS,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,I-J,,9,,LWS,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,I-J,,5,,GSA,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,I-J,,9,,BLUE/AZ,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,J-K,,9,,SSS,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,J-K,,9,,SSS,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,J-K,,9,,GSA,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,K-L,,9,,GSA,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,K-L,,9,,GSA,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,K-L,,9,,SBS,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,L-M,,,,NONE,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,M-N,,,,NONE,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,N-O,,5,,DW/CW,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,N-O,,9,,DW/CW,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,O-P,,9,,GSA,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,O-P,,9,,BLUE/AZ,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,O-P,,9,,MON,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,O-P,,9,,PC,,
2021152,6/1/2021,5,VT,R23,1152,1230,,1,1,1,1,,,,,O-P,,9,,SBS,,
2021152,6/1/2021,5,KT,36W 1,1204,1211,,1,2,2,2,,,,,A-B,,,,NONE,,
2021152,6/1/2021,5,KT,36W 1,1204,1211,,1,2,2,2,,,,,B-C,,,,NONE,,
2021152,6/1/2021,5,KT,36W 1,1204,1211,,1,2,2,2,,,,,C-D,,9,,SSS,,
2021152,6/1/2021,5,KT,36W 1,1204,1211,,1,2,2,2,,,,,C-D,,5,,BLUE/AZ,,
2021152,6/1/2021,5,KT,36W 1,1204,1211,,1,2,2,2,,,,,D-E,,,,NONE,,
2021152,6/1/2021,5,KT,36W 2,1215,1224,,1,2,2,2,,,,,F-G,,9,,ETS,,
2021152,6/1/2021,5,KT,36W 2,1215,1224,,1,2,2,2,,,,,F-G,,5,,SSS,,
2021152,6/1/2021,5,KT,36W 2,1215,1224,,1,2,2,2,,,,,F-G,,5,,GSA,,
2021152,6/1/2021,5,KT,36W 2,1215,1224,,1,2,2,2,,,,,F-G,,5,,GSA,,
2021152,6/1/2021,5,KT,36W 2,1215,1224,,1,2,2,2,,,,,F-G,,1,,LWS,,
2021152,6/1/2021,5,KT,36W 2,1215,1224,,1,2,2,2,,,,,F-G,,9,,PC,,
2021152,6/1/2021,5,KT,36W 2,1215,1224,,1,2,2,2,,,,,F-G,,9,,SSS,,
2021152,6/1/2021,5,KT,36W 2,1215,1224,,1,2,2,2,,,,,F-G,,9,,SSS,,
2021152,6/1/2021,5,KT,36W 2,1215,1224,,1,2,2,2,,,,,G-H,,9,,SSS,,
