J. Date,Date,Week,Observer,Site,S. Time,E. Time,Duration,S. % Sun,E. % Sun,S. Wind,E. Wind,S. Temp,E. Temp,Total,Individual,Section,Gender,Behavior,Nectar,Species,Comments,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,6,E-F,MALE,2,,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,7,F-G,,3,MO,SSS,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,8,F-G,,5,,SB,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,9,F-G,,3,PT,SB,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,10,F-G,MALE,2,,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,11,F-G,,3,PT,ETS,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,12,F-G,,2,,GSA,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,13,F-G,,9,,GSA,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,14,F-G,,5,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,15,F-G,,2,,GSA,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,16,G-H,,2,,GSA,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,17,G-H,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,18,G-H,,9,,BLUE/AZ,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,19,G-H,,9,,BLUE/AZ,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,20,G-H,,9,,SULF,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,21,G-H,FEMALE,5,,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,22,G-H,FEMALE,5,,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,23,G-H,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,24,G-H,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,25,G-H,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,26,G-H,,2,,SULF,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,27,G-H,,3,BM,MON,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,28,G-H,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,29,G-H,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,30,G-H,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,31,G-H,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,32,G-H,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,33,G-H,,9,,PC,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,34,G-H,MALE,2,,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,35,H-I,,9,,LWS,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,36,H-I,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,37,I-J,,9,,SULF,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,38,I-J,,2,,GSA,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,39,I-J,,2,,GSA,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,40,I-J,,3,MM,SSS,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,41,I-J,,9,,BLUE/AZ,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,42,I-J,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,43,I-J,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,44,I-J,,9,,SB,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,45,I-J,,3,EUPT,MON,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,46,J-K,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,47,J-K,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,48,J-K,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,49,J-K,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,50,J-K,,9,,BLUE/AZ,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,51,J-K,,9,,GSA,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,52,K-L,,3,MM,GSA,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,53,K-L,,3,MM,GSA,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,54,K-L,,3,MM,SSS,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,55,K-L,,9,,SULF,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,56,K-L,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,57,K-L,,9,,GSA,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,58,K-L,,2,,GSA,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,59,K-L,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,60,K-L,,3,PT,ETS,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,61,K-L,MALE,2,,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,62,K-L,,9,,DW/CW,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,63,K-L,,9,,DW/CW,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,64,K-L,,9,,DW/CW,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,65,K-L,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,66,K-L,,9,,SULF,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,67,K-L,,"5,8",,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,68,K-L,,"5,8",,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,69,K-L,,9,,SULF,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,70,L-M,,2,,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,71,L-M,,2,,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,72,M-N,,3,MO,GSA,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,73,M-N,MALE,2,,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,74,M-N,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,75,M-N,,9,,GSA,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,76,M-N,,9,,GSA,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,77,M-N,,9,,GSA,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,78,M-N,,9,,SULF,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,79,N-O,MALE,2,,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,80,N-O,,3,MM,MON,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,81,N-O,,9,,GSA,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,82,N-O,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,83,N-O,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,84,N-O,,9,,BLUE/AZ,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,85,N-O,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,86,N-O,MALE,2,,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,87,N-O,MALE,2,,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,88,O-P,,9,,GSA,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,89,O-P,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,90,O-P,MALE,9,,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,91,O-P,MALE,9,,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,92,O-P,,9,,PC,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,93,O-P,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,94,O-P,,9,,SB,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,95,O-P,,9,,SULF,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,96,O-P,MALE,9,,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,97,O-P,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,98,O-P,,3,PT,ETS,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,99,O-P,MALE,3,PT,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,100,O-P,MALE,3,PT,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,101,O-P,,9,,GSA,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,102,O-P,,3,PT,MON,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,103,O-P,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,104,O-P,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,105,O-P,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,106,O-P,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,107,O-P,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,108,O-P,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,109,O-P,FEMALE,5,,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,110,O-P,FEMALE,5,,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,111,O-P,FEMALE,9,,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,112,O-P,,9,,CWN,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,113,O-P,FEMALE,9,,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,114,O-P,MALE,9,,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,115,O-P,MALE,9,,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,116,O-P,,2,,SULF,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,117,O-P,,2,,SULF,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,118,O-P,MALE,9,,REGAL,,,,,,,,,
196,7/15/2025,11,EM,R23,1157,1232,,3,3,1,2,,,119,119,O-P,MALE,2,,REGAL,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,1,A-B,,9,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,2,A-B,,9,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,3,A-B,,9,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,4,A-B,,9,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,5,A-B,,9,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,6,A-B,,9,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,7,A-B,MALE,9,,REGAL,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,8,A-B,,3,BM,SULF,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,9,A-B,,1,,PC,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,10,A-B,,9,,SULF,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,11,A-B,,9,,SULF,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,12,A-B,,9,,SULF,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,13,A-B,,9,,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,14,B-C,,3,BM,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,15,B-C,,3,BM,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,16,B-C,,3,BM,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,17,B-C,,3,BM,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,18,B-C,,3,BM,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,19,B-C,,3,BM,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,20,B-C,,9,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,21,B-C,,9,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,22,B-C,,9,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,23,B-C,MALE,9,,REGAL,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,24,B-C,,5,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,25,B-C,,9,,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,26,B-C,,9,,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,27,B-C,,9,,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,28,B-C,,5,,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,29,B-C,,3,DB,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,30,B-C,,3,DB,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,31,C-D,,5,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,32,D-E,,9,,SULF,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,33,D-E,,9,,SULF,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,34,D-E,,9,,SULF,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,35,D-E,,9,,SULF,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,36,D-E,,9,,SULF,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,37,D-E,,9,,SULF,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,38,D-E,,9,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,39,D-E,,9,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,40,D-E,,9,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,41,D-E,,9,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,42,D-E,,9,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,43,D-E,,5,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,44,D-E,,5,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,45,D-E,,5,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,46,D-E,,5,,SULF,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,47,E-F,,9,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,48,E-F,,9,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,49,F-G,,9,,SB,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,50,F-G,,5,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,51,F-G,,5,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,52,F-G,,9,,SULF,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,53,F-G,,9,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,54,G-H,,9,,PC,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,55,H-I,,9,,PC,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,56,H-I,,9,,SULF,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,57,H-I,,9,,SULF,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,58,H-I,,9,,SULF,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,59,H-I,,9,,SULF,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,60,I-J,,9,,SULF,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,61,I-J,,9,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,62,J-K,,5,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,63,J-K,,5,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,64,J-K,,5,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,65,J-K,,5,,LWS,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,66,J-K,,5,,LWS,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,67,J-K,,9,,BLUE/AZ,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,68,J-K,,9,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,69,J-K,,5,,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,70,K-L,,9,,LWS,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,71,L-M,,9,,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,72,M-N,,5,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,73,N-O,,5,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,74,N-O,,"5,8",,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,75,N-O,,"5,8",,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,76,O-P,,9,,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,77,O-P,,9,,SULF,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,78,P-Q,,9,,BLUE/AZ,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,79,P-Q,,9,,SULF,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,80,P-Q,,5,,VF,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,81,P-Q,,9,,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,82,P-Q,,9,,SULF,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,83,P-Q,,9,,SULF,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,84,P-Q,,2,,SB,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,85,Q-R,,2,,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,86,Q-R,,3,MO,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,87,Q-R,,2,,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,88,Q-R,,2,,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,89,Q-R,,2,,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,90,Q-R,,3,MO,SSS,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,91,Q-R,,3,MO,SSS,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,92,Q-R,,3,MO,SSS,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,93,Q-R,,3,MO,SSS,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,94,Q-R,,9,,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,95,Q-R,,3,MO,ETS,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,96,Q-R,,3,BM,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,97,Q-R,,5,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,98,R-S,,9,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,99,R-S,,3,PT,ETS,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,100,R-S,,"5,8",,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,101,R-S,,"5,8",,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,102,R-S,,9,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,103,R-S,,9,,CWN,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,104,R-S,,9,,GSA,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,,S-T,,,,NONE,,,,,,,,,
197,7/16/2025,11,KB,C4,1147,1124,,3,3,2,2,,,105,105,T-U,MALE,2,,REGAL,,,,,,,,,
202,7/21/2025,12,KB,B12A,1351,1431,,4,4,3,3,,,72,1,A-B,MALE,9,,REGAL,,,,,,,,,
202,7/21/2025,12,KB,B12A,1351,1431,,4,4,3,3,,,72,2,A-B,,3,BM,GSA,,,,,,,,,
202,7/21/2025,12,KB,B12A,1351,1431,,4,4,3,3,,,72,3,A-B,,9,,SULF,,,,,,,,,
202,7/21/2025,12,KB,B12A,1351,1431,,4,4,3,3,,,72,4,A-B,,9,,SULF,,,,,,,,,
202,7/21/2025,12,KB,B12A,1351,1431,,4,4,3,3,,,72,5,A-B,,5,,GSA,,,,,,,,,
202,7/21/2025,12,KB,B12A,1351,1431,,4,4,3,3,,,72,6,A-B,,5,,CWN,,,,,,,,,
202,7/21/2025,12,KB,B12A,1351,1431,,4,4,3,3,,,72,7,A-B,,9,,MON,,,,,,,,,
202,7/21/2025,12,KB,B12A,1351,1431,,4,4,3,3,,,72,8,B-C,,9,,GSA,,,,,,,,,
202,7/21/2025,12,KB,B12A,1351,1431,,4,4,3,3,,,72,9,B-C,,3,BM,SB,,,,,,,,,
202,7/21/2025,12,KB,B12A,1351,1431,,4,4,3,3,,,72,10,B-C,,9,,SULF,,,,,,,,,
